ID,Sentence,VALIDITY
458,"jveux aller de niort a ['perpignan', 'Perpignan', 'perpign', 'perp']",VALID
459,aller de Rouen à antibes en passant par La Seyne-sur-Mer,VALID
460,comment aller a Metz depuis Chartres,VALID
461,"Peux-tu Me trouver un Train De ['limoge', 'limoges', 'limog', 'limogess'] À ['lyon', 'lyon', 'lyonn', 'lion']",VALID
462,je veux rejoindre nevers depuis lorient,VALID
463,de Boulogne-Billancourt vers Metz,VALID
464,jveux  un  train  pour  Lausanne   de puis  briançon,VALID
465,je dois aller à la seyne-sur-mer depuis brive-la-gaillarde pour voir ma mère,VALID
466,je  veux  aller   de   genève   à   ro de z   de main  matin,VALID
467,billet Valence Grasse,VALID
468,je veux aller de Lorient a Sarlat-la-Caneda,VALID
469,train Saint-Étienne foix 🚄,VALID
470,j'aimerais aller de neuilly-sur-seine jusqu'à dunkirk,VALID
471,"je vais de agen à ['nice', 'nice', 'nise', 'niss']",VALID
472,je veux aller de Poitiers à bergerac demain matin,VALID
473,🎫  chui  a  amiens  je  dois  Aller  Sur  Troyes,VALID
474,"je pars de privas pour rejoindre ['dunkerque', 'dunkerque', 'dunk', 'dun']",VALID
475,"['rennes',  'Rennes',  'renne',  'ren']  ->  ['toulousse',  'toulouse',  'toulouze',  'toulouz']",VALID
476,de part  tours   de st  calais  🚂,VALID
477,"comment me rendre à toulon depuis ['le mans', 'le mans', 'mans', 'man']",VALID
478,je veux aller de digne-les-bains a issy-les-moulineaux demain matin,VALID
479,ALLER SIMPLE DE VINCENNES À RUEIL-MALMAISON,VALID
480,Briançon -> Mulhouse,VALID
481,DEPUIS VALENCE DIRECTION ROUBAIX,VALID
482,voyage  meaux  nîmes,VALID
483,"['annecy', 'annecy', 'anneci', 'anne'] - ['angers', 'angers', 'anger', 'ang']",VALID
484,je dois aller a Rennes en partant de Niort,VALID
485,"DEPUIS ['BIARRITZ', 'BIARRITZ', 'BIARITZ', 'BIAR'] DIRECTION SAINT-ÉTIENNE",VALID
486,train Alès Belfort avec mes bagages,VALID
487,itinéraire clermont-ferrand bobigny,VALID
488,"billet ['montpelié', 'montpellier', 'montpelier', 'montpel'] Privas",VALID
489,itinéraire  narbonne  besançon,VALID
490,je veux un train roubaix > lorient,VALID
491,"depart ['strasbourg', 'Strasbourg', 'strasbour', 'strasburg'] dest Le Havre",VALID
492,depart villeurbanne dest Mont-de-Marsan,VALID
493,j'ai besoin d'aller de Rueil-Malmaison a Sartrouville,VALID
494,je Veux rejoindre Albi depuis Bobigny,VALID
495,"peux-tu me calculer un trajet ['valence', 'Valence', 'valenc', 'val'] ['rennes', 'Rennes', 'renne', 'ren']",VALID
496,"ORLÉANS → ['RENNES', 'RENNES', 'RENNE', 'REN']",VALID
497,"PEUX-TU ME CALCULER UN TRAJET COURBEVOIE ['RENNES', 'RENNES', 'RENNE', 'REN']",VALID
498,🚂 peux-tu me calculer un trajet Perpignan Tourcoing,VALID
499,aller a millau depuis cannes 🚆,VALID
500,donne moi un trajet de béziers à privas,VALID
501,je dois aller à Castres depuis Niort pour voir ma mère,VALID
502,chui a bruxelles je dois aller sur évreux,VALID
503,"Dijon ['pau', 'Pau', 'pauu', 'pa']",VALID
504,QUEL TRAIN EXISTE ENTRE RUEIL-MALMAISON ET NIORT,VALID
505,Train pessac châteauroux,VALID
506,je  veux  rejoindre  pantin  Depuis  bor de aux,VALID
507,comment me rendre à Libourne depuis Grasse,VALID
508,quels trains sont dispo de Meaux vers aix-en-provence,VALID
509,JE VEUX QUITTER SARTROUVILLE POUR ALLER À CHÂLONS-EN-CHAMPAGNE,VALID
510,gourdon - sartrouville,VALID
511,📍 dep Versailles arr Albi,VALID
512,je  dois  aller   à   Nantes  en  partant   de   Cahors,VALID
513,aller  a  Fontenay-sous-Bois   de puis  Bruxelles,VALID
514,DE LA SEYNE-SUR-MER VERS AVIGNON,VALID
515,JVEUX ALLER DE MENDE A GRASSE,VALID
516,chui a tarbes je dois aller sur dunkirk,VALID
517,je veux quitter saint-étienne pour aller à cergy,VALID
518,jveux un train pour villeneuve-d'ascq depuis Carcassonne,VALID
519,train Castres Colmar,VALID
520,DEPART SAINT-ÉTIENNE DEST BORDEAUX,VALID
521,moulins → pessac,VALID
522,arrivée paris départ brive-la-gaillarde,VALID
523,je voudrais aller de angers à figeac,VALID
524,je veux rejoindre bergerac depuis évreux,VALID
525,arrivée  nancy  départ  nevers,VALID
526,J'AI BESOIN D'ALLER DE BERGERAC A HENDAYE,VALID
527,jveux un train pour le havre depuis créteil,VALID
528,"peux-tu  me  trouver  un  train   de   ['nimes',  'nîmes',  'nime',  'nim']   à   castres",VALID
529,Je pars de Arcachon pour rejoindre Le mans,VALID
530,VOYAGE  SAINT-DENIS  CARCASSONNE,VALID
531,VOYAGE SAINT-JEAN-DE-LUZ POITIERS,VALID
532,aller simple de hyeres a narbonne,VALID
533,itinéraire Grasse Rueil-Malmaison,VALID
534,Aix-en-Provence → Gourdon,VALID
535,"aller de pantin a ['pau', 'pau', 'pauu', 'pa'] en passant par bruxelles 🎫",VALID
536,je dois aller à Bobigny depuis Montauban pour voir ma mère,VALID
537,rouen -> neuilly-sur-seine,VALID
538,"je veux rejoindre gap depuis ['mulhouse', 'Mulhouse', 'mulhous', 'mulh']",VALID
539,"je  veux  quitter  ['montpelié',  'montpellier',  'montpelier',  'montpel']  pour  aller   à   Créteil",VALID
540,jveux aller de aix-en-provence a castres,VALID
541,depuis Hyères direction Le Havre,VALID
542,"billet ['saint etienne', 'saint-etienne', 'st etienne', 'st-etienne'] Clermont-Ferrand ✈️",VALID
543,DEPUIS CHAMPIGNY-SUR-MARNE JUSQU'À MÉRIGNAC,VALID
544,arrivée Mont-de-Marsan départ Bergerac,VALID
545,je  cherche  un  train   de   carcassonne   à   millau,VALID
546,Je Cherche un train de bayonne à la rochelle,VALID
547,"📍 billet ['bayonne', 'Bayonne', 'bayonn', 'bay'] Arles pour un rdv",VALID
548,"billet Briançon ['caen', 'Caen', 'caenn', 'can'] pour un rdv",VALID
549,✈️ depuis Arles jusqu'à Castres,VALID
550,"aller de ['cannes', 'Cannes', 'cann', 'can'] à ['besancon', 'besançon', 'besanc', 'besan'] en passant par Courbevoie",VALID
551,Laval -> Saint-Étienne,VALID
552,"La Rochelle -> ['angers', 'Angers', 'anger', 'ang']",VALID
553,"DONNE MOI UN TRAJET DE MOULINS A ['ROUEN', 'ROUEN', 'ROUENN', 'ROU']",VALID
554,aller   de   évreux   à   arles,VALID
555,JE VOUDRAIS ALLER DE SAINT-JEAN-DE-LUZ À PRIVAS,VALID
556,"j'aimerais aller de ['besancon', 'besançon', 'besanc', 'besan'] jusqu'à gourdon",VALID
557,"donne moi un trajet de ['lyon', 'Lyon', 'lyonn', 'lion'] à Clermont-Ferrand",VALID
558,Strasbourg - Bobigny 📍,VALID
559,metz -> Laval,VALID
560,depuis Montpellier jusqu'à Gourdon,VALID
561,je dois aller à millau en partant de digne-les-bains,VALID
562,"pantin ['grenoble', 'Grenoble', 'grenoblle', 'grenob']",VALID
563,DE CANNES VERS RUEIL-MALMAISON,VALID
564,je cherche un train de toulon à antony,VALID
565,depuis sartrouville jusqu'à mulhouse,VALID
566,je pars de meaux pour rejoindre la rochelle,VALID
567,je vais de Villeurbanne à Boulogne-Billancourt,VALID
568,de Montpellier à Sarlat-la-Canéda,VALID
569,"JE VEUX QUITTER BOURGES POUR ALLER À ['TOULON', 'TOULON', 'TOULONN', 'TOUL']",VALID
570,je veux un train troyes > fontenay-sous-bois,VALID
571,"trajet depuis ['avignon', 'Avignon', 'avignonn', 'avign'] vers ['poitiers', 'Poitiers', 'poitier', 'poit']",VALID
572,"trajet Gap ['bordo', 'bordeaux', 'bordaux', 'bordoeux'] pour ce soir",VALID
573,J'ai Besoin d'aller de rodez a Clichy,VALID
574,je veux aller de Foix à Calais,VALID
575,Cahors Cergy svp,VALID
576,quels trains sont dispo de niort vers alès,VALID
577,Brive-la-Gaillarde -> Meaux,VALID
578,billet Tarbes Grasse pour un rdv,VALID
579,direction Moulins depuis Lyon,VALID
580,j'ai  besoin  d'aller   de   Blois  a  Foix,VALID
581,"je veux rejoindre ['luxembourg', 'luxembourg', 'lux', 'luxemb'] depuis ['besancon', 'besançon', 'besanc', 'besan']",VALID
582,JE CHERCHE UN TRAIN DE LILLE À CAHORS,VALID
583,JE VEUX REJOINDRE MONT-DE-MARSAN DEPUIS GRASSE,VALID
584,Drancy - grenoble,VALID
585,"je veux aller de ['nantes', 'Nantes', 'nante', 'nant'] à Brive-la-Gaillarde demain matin",VALID
586,comment aller a vincennes depuis Boulogne-Billancourt,VALID
587,je dois aller a Neuilly-sur-Seine en partant de Valence,VALID
588,je dois aller a lorient depuis pantin pour voir ma mere,VALID
589,"chui a ['valence', 'Valence', 'valenc', 'val'] je dois aller sur Meaux",VALID
590,"aller de lausanne à ['besancon', 'besançon', 'besanc', 'besan']",VALID
591,j'ai besoin d'aller de figueres a strasbourg,VALID
592,💨 COMMENT ALLER A RUEIL-MALMAISON DEPUIS CLERMONT-FERRAND,VALID
593,dep rueil-malmaison arr Gap,VALID
594,"depuis Nanterre direction ['bordo', 'bordeaux', 'bordaux', 'bordoeux']",VALID
595,"donne moi un trajet de ['orleans', 'orléans', 'orlean', 'orléan'] à périgueux",VALID
596,aller simple de Meaux à auxerre,VALID
597,direction Chartres depuis Issy-les-Moulineaux,VALID
598,Depart annecy dest villeneuve-d'ascq,VALID
599,depuis Besançon direction figeac,VALID
600,COMMENT  ALLER  A  CHÂLONS-EN-CHAMPAGNE  DEPUIS  ANNECY,VALID
601,"['brest', 'Brest', 'brestt', 'bres'] > Antibes",VALID
602,je  veux  un  train  nanterre  >  antibes,VALID
603,évry  ->  sarlat-la-canéda,VALID
604,"je  veux  quitter  Bourges  pour  aller   à   ['caen',  'Caen',  'caenn',  'can']",VALID
605,Je veux Quitter Troyes pour Aller à Sète,VALID
606,bruxelles > avignon,VALID
607,je Pars de Lille pour Rejoindre libourne,VALID
608,je dois aller À Cergy Depuis Sarlat-la-canéda pour Voir ma mère,VALID
609,LA SEYNE-SUR-MER - CASTRES,VALID
610,de Clamart à Lausanne,VALID
611,"JE PARS DE ['ROUEN', 'ROUEN', 'ROUENN', 'ROU'] ARRIVÉE BOBIGNY",VALID
612,itineraire mende Perpignan,VALID
613,JE DOIS ALLER À HYÈRES EN PARTANT DE MEAUX,VALID
614,"JE VEUX QUITTER ['LIMOGE', 'LIMOGES', 'LIMOG', 'LIMOGESS'] POUR ALLER À TOURCOING",VALID
615,arrivée Lausanne départ Paris,VALID
616,"donne moi un trajet de ['caen', 'Caen', 'caenn', 'can'] à Privas",VALID
617,"aller simple de ['nancy', 'Nancy', 'nancie', 'nanc'] a Auxerre",VALID
618,de p  Saint-Jean- de -Luz  arr  arcachon,VALID
619,"trajet depuis vannes vers ['nancy', 'nancy', 'nancie', 'nanc']",VALID
620,dep issy-les-moulineaux arr meaux,VALID
621,JE DOIS ALLER À DIGNE-LES-BAINS DEPUIS DRANCY POUR VOIR MA MÈRE,VALID
622,"je pars de ['limoge', 'limoges', 'limog', 'limogess'] pour rejoindre chartres",VALID
623,voyage valence toulon,VALID
624,de alès à Nîmes,VALID
625,billet Nancy Libourne,VALID
626,"comment aller a ['reims', 'reims', 'reim', 'reimss'] depuis ['mulhouse', 'mulhouse', 'mulhous', 'mulh']",VALID
627,🚆 depuis Sarlat-la-Canéda direction Le Havre,VALID
628,CHUI A HENDAYE JE DOIS ALLER SUR RUEIL-MALMAISON,VALID
629,"je pars de Dax pour rejoindre ['nice', 'Nice', 'nise', 'niss']",VALID
630,Lorient → Amiens,VALID
631,trajet   de puis  Brest  vers  Valence,VALID
632,je  dois  aller   à   Grasse   de puis  Clamart  pour  voir  ma  mère,VALID
633,Clamart  -  Beziers,VALID
634,"je veux aller de ['grenoble', 'Grenoble', 'grenoblle', 'grenob'] a Paris demain matin",VALID
635,aller de Paris a Évreux,VALID
636,je veux un train creteil > annecy,VALID
637,"🎫 je veux rejoindre hendaye depuis ['saint etienne', 'saint-etienne', 'st etienne', 'st-etienne']",VALID
638,pantin -> dunkirk,VALID
639,itineraire  men de   Bruxelles,VALID
640,"Chui a ['avignon', 'avignon', 'avignonn', 'avign'] je dois aller Sur fontenay-sous-bois",VALID
641,chui a Belfort je dois aller sur villeurbanne,VALID
642,"train ['montpelié', 'montpellier', 'montpelier', 'montpel'] Vincennes",VALID
643,itinéraire Moulins Alès,VALID
644,"peux-tu me calculer un trajet ['lyon', 'lyon', 'lyonn', 'lion'] chartres",VALID
645,"JE PARS DE ['GRENOBLE', 'GRENOBLE', 'GRENOBLLE', 'GRENOB'] ARRIVÉE GOURDON",VALID
646,chui a Belfort je dois aller sur hendaye,VALID
647,jveux  un  train  pour  Ro de z   de puis  Narbonne,VALID
648,train Roubaix Pessac,VALID
649,"dep Dijon arr ['pau', 'Pau', 'pauu', 'pa']",VALID
650,🎫 TRAIN ROUEN COLMAR,VALID
651,je voudrais aller de Paris a Millau,VALID
652,je  veux  quitter  châlons-en-champagne  pour  aller  a  chartres,VALID
653,train Tourcoing mende stp,VALID
654,chui a Tarbes je dois aller sur Béziers,VALID
655,💨 JE PARS DE AUXERRE POUR REJOINDRE ISSY-LES-MOULINEAUX,VALID
656,"MOULINS -> ['TOULON', 'TOULON', 'TOULONN', 'TOUL'] 🚄",VALID
657,je cherche un train de périgueux à rueil-malmaison 🚄,VALID
658,je cherche un train de Gourdon à Meaux,VALID
659,COMMENT ALLER A SÈTE DEPUIS SAINT-JEAN-DE-LUZ,VALID
660,je  dois  aller   à   sarlat-la-canéda   de puis  châteauroux  pour  voir  ma  mère,VALID
661,donne moi un trajet de rouen à alès,VALID
662,billet  Agen  Mont- de -Marsan  pour  un  rdv,VALID
663,ALLER A METZ DEPUIS VILLEURBANNE,VALID
664,depart clichy dest libourne,VALID
665,TRAJET ORLÉANS RODEZ POUR CE SOIR,VALID
666,"comment aller a genève depuis ['avignon', 'avignon', 'avignonn', 'avign']",VALID
667,"['lille', 'lille', 'lil', 'lillee'] → Calais",VALID
668,"je vais de ['strasbourg', 'Strasbourg', 'strasbour', 'strasburg'] à boulogne-billancourt",VALID
669,"billet ['dijon', 'dijon', 'dijonn', 'dij'] rouen",VALID
670,"chui a antony je dois aller sur ['biarritz', 'Biarritz', 'biaritz', 'biar']",VALID
671,DE CHARTRES VERS NANTERRE,VALID
672,trajet Dax Meaux pour ce soir,VALID
673,Évry → Champigny-sur-Marne,VALID
674,comment aller a Annecy depuis Créteil,VALID
675,"arrivee  brest   de part  ['calais',  'calais',  'calai',  'cal']",VALID
676,ALLER DE VANNES À ÉVRY EN PASSANT PAR NICE,VALID
677,je  pars   de   Briançon  arrivée  cergy,VALID
678,train Genève Clichy,VALID
679,aller a Évreux depuis Antibes,VALID
680,comment aller a niort depuis meaux,VALID
681,TRAIN ROUEN ALÈS,VALID
682,TRAIN MÉRIGNAC DAX STP,VALID
683,"nanterre ['brest', 'brest', 'brestt', 'bres']",VALID
684,avignon mont-de-marsan svp,VALID
685,depuis issy-les-moulineaux direction fontenay-sous-bois,VALID
686,on part d'où pour aller à Calais 📍,VALID
687,"Figueres -> ['dunkerque', 'Dunkerque', 'dunk', 'dun']",VALID
688,je veux aller de Bergerac à Amiens,VALID
689,comment aller a mende depuis cergy,VALID
690,jveux un train pour besançon depuis mende,VALID
691,je  pars   de   Millau  pour  rejoindre  Cannes,VALID
692,je veux un train villeneuve-d'ascq > luxembourg,VALID
693,comment aller a dax depuis rodez,VALID
694,✈️ je souhaite me Rendre a Rueil-malmaison Depuis Clermont-ferrand,VALID
695,✈️ Arrivée hyères départ Niort,VALID
696,de gap à roubaix,VALID
697,COMMENT ME RENDRE A MOULINS DEPUIS RENNES,VALID
698,Comment Aller A hyères depuis pantin,VALID
699,Rennes -> chartres,VALID
700,créteil → tours,VALID
701,Calais  Amiens  svp,VALID
702,jveux un train pour montpellier Depuis Châlons-en-champagne,VALID
703,billet Pantin Cergy,VALID
704,je  dois  aller   à   blois   de puis  tours  pour  voir  ma  mère,VALID
705,"je Veux rejoindre roubaix depuis ['biarritz', 'biarritz', 'biaritz', 'biar']",VALID
706,JE DOIS ALLER À CRÉTEIL DEPUIS VERSAILLES POUR VOIR MA MÈRE,VALID
707,aller a Mulhouse depuis Auch,VALID
708,"Privas ['cannes', 'Cannes', 'cann', 'can'] svp",VALID
709,"depuis arcachon jusqu'à ['cannes', 'cannes', 'cann', 'can']",VALID
710,j'ai besoin d'aller de Sète a dax,VALID
711,Aller de fontenay-sous-bois à Versailles,VALID
712,📍 TRAIN NARBONNE LUXEMBOURG STP,VALID
713,"je dois aller à ['rennes', 'rennes', 'renne', 'ren'] depuis béziers pour voir ma mère ✈️",VALID
714,billet saint-jean-de-luz gap,VALID
715,jveux aller de Lorient a Perpignan,VALID
716,trajet depuis hyeres vers toulon 🚄,VALID
717,depuis versailles direction clamart,VALID
718,alès - nîmes 🎫,VALID
719,Poitiers - Castres,VALID
720,depuis la seyne-sur-mer direction antony,VALID
721,peux-tu me calculer un trajet Mende drancy,VALID
722,Bruxelles > Auxerre,VALID
723,"['dijon', 'Dijon', 'dijonn', 'dij'] - Auch",VALID
724,j'ai besoin d'aller de Gourdon a Bayonne,VALID
725,JE DOIS ALLER A BELFORT EN PARTANT DE VILLENEUVE-D'ASCQ,VALID
726,peux-tu me trouver un train de brive-la-gaillarde à cannes,VALID
727,train Annecy amiens avec mes bagages,VALID
728,trajet depuis gap vers Dijon,VALID
729,ALLER A PANTIN DEPUIS TROYES,VALID
730,billet Strasbourg Colmar pour un rdv,VALID
731,"aller de Hendaye à ['pariis', 'paris', 'Pari', 'parri']",VALID
732,aller a antony depuis lyon,VALID
733,aller de neuilly-sur-seine a clamart en passant par bordeaux,VALID
734,"je pars de périgueux pour rejoindre ['limoge', 'limoges', 'limog', 'limogess']",VALID
735,depuis Limoges jusqu'à Auch,VALID
736,aller a Pantin depuis tourcoing 🚂,VALID
737,"aller simple de ['limoge', 'limoges', 'limog', 'limogess'] à dax",VALID
738,voyage Luxembourg meaux,VALID
739,Je veux aller De clichy à amiens,VALID
740,je voudrais aller de Le Havre à Sartrouville,VALID
741,donne moi un trajet de laval À vincennes,VALID
742,je veux aller de clichy à digne-les-bains demain matin,VALID
743,j'ai besoin d'aller de rodez a rouen,VALID
744,CHÂTEAUROUX -> CRÉTEIL,VALID
745,"je dois aller à ['orleans', 'orléans', 'orlean', 'orléan'] en partant de foix",VALID
746,"jveux aller de Laval a ['angers', 'Angers', 'anger', 'ang']",VALID
747,on part D'où pour aller A châteauroux,VALID
748,"ARRIVÉE CLICHY DÉPART ['TOULOUSSE', 'TOULOUSE', 'TOULOUZE', 'TOULOUZ']",VALID
749,je dois aller a agen depuis mulhouse pour voir ma mere,VALID
750,depuis pantin direction rueil-malmaison,VALID
751,train  Valence  Nevers,VALID
752,"je souhaite me rendre à Courbevoie depuis ['grenoble', 'Grenoble', 'grenoblle', 'grenob']",VALID
753,Saint-Étienne → agen,VALID
754,depuis Gourdon jusqu'à Bruxelles,VALID
755,je dois aller à Dunkirk depuis Courbevoie pour voir ma mère,VALID
756,montauban  →  boulogne-billancourt,VALID
757,donne moi un trajet de brive-la-gaillarde à clichy,VALID
758,depuis Grasse direction moulins,VALID
759,📍 depuis Bordeaux jusqu'a Gourdon,VALID
760,J'AIMERAIS ALLER DE MARSEILLE JUSQU'À NEUILLY-SUR-SEINE,VALID
761,arrivée roubaix départ alès,VALID
762,trajet depuis bergerac vers nîmes,VALID
763,depart Caen dest Boulogne-Billancourt,VALID
764,je pars de caen pour rejoindre créteil,VALID
765,ALLER DE AGEN À CALAIS,VALID
766,"peux-tu me Calculer un Trajet pantin ['bordo', 'bordeaux', 'bordaux', 'bordoeux']",VALID
767,trajet  Moulins  rueil-malmaison  pour  ce  soir,VALID
768,📍 je veux aller de Besancon a Fontenay-sous-Bois,VALID
769,"ALLER SIMPLE DE BERGERAC À ['BAYONNE', 'BAYONNE', 'BAYONN', 'BAY']",VALID
770,je souhaite me rendre à privas depuis tourcoing,VALID
771,de antony vers nice,VALID
772,"SARTROUVILLE ['BORDO', 'BORDEAUX', 'BORDAUX', 'BORDOEUX'] SVP",VALID
773,JE VEUX ALLER DE AIX-EN-PROVENCE À ROUBAIX DEMAIN MATIN 📍,VALID
774,arrivée Lille départ Troyes,VALID
775,BILLET CHAMPIGNY-SUR-MARNE PESSAC POUR UN RDV,VALID
776,je veux quitter pantin pour aller à Millau,VALID
777,"de Toulon vers ['angers', 'Angers', 'anger', 'ang']",VALID
778,"depart ['marseile', 'marseille', 'marseil', 'marseylle'] dest montauban",VALID
779,JVEUX  UN  TRAIN  POUR  LA  ROCHELLE  DEPUIS  DIJON,VALID
780,trajet depuis clamart vers le havre,VALID
781,TRAIN GRENOBLE AIX-EN-PROVENCE AVEC MES BAGAGES,VALID
782,aller simple de Genève à Évreux,VALID
783,"peux-tu me trouver un train de ['biarritz', 'biarritz', 'biaritz', 'biar'] à villeneuve-d'ascq",VALID
784,Briancon → rueil-malmaison,VALID
785,"direction béziers depuis ['dunkerque', 'dunkerque', 'dunk', 'dun']",VALID
786,TRAIN LA ROCHELLE FIGEAC AVEC MES BAGAGES,VALID
787,je vais de Dunkirk à Antibes 💨,VALID
788,je pars de La Seyne-sur-Mer arrivée issy-les-moulineaux,VALID
789,je veux rejoindre châlons-en-champagne depuis rennes,VALID
790,je veux quitter Rouen pour aller à Montpellier,VALID
791,aller de orléans à rueil-malmaison,VALID
792,je veux aller de gap à nancy demain matin,VALID
