ID,Sentence,VALIDITY
537,je veux rejoindre Roubaix en partant de Caen,VALID
538,je cherche un train en partant de Montreuil vers Pau,VALID
539,voyage Libourne Neuilly-sur-Seine,VALID
540,je vais en partant de Boulogne-Billancourt pour Nevers,VALID
541,billet Nanterre Nice,VALID
542,depuis Troyes direction Clichy,VALID
543,je voudrais voyager quittant Montauban pour Antibes,VALID
544,point de départ Dax destination Asnières-sur-Seine,VALID
545,ville de départ Angers point d'arrivée Arcachon,VALID
546,BILLET CLERMONT-FERRAND CARCASSONNE,VALID
547,ITINÉRAIRE BIARRITZ ANTIBES,VALID
548,aller de Mulhouse vers Bergerac,VALID
549,arrivée Bayonne origine Antony,VALID
550,je dois aller jusqu'à Aix-en-Provence à partir de Auch,VALID
551,je pars quittant Aulnay-sous-Bois arrivée Épinay-sur-Seine,VALID
552,Strasbourg → Moulins,VALID
553,Bergerac - Cannes,VALID
554,depuis Bordeaux jusqu'à Cahors,VALID
555,je veux quitter Vincennes pour aller en direction de Orléans,VALID
556,trajet à partir de Le Havre vers Calais,VALID
557,depart Toulon dest Orléans,VALID
558,départ Perpignan point d'arrivée Marseille,VALID
559,billet Noisy-le-Grand Clamart,VALID
560,aller à partir de Digne-les-Bains vers Toulouse,VALID
561,de Rennes à Narbonne,VALID
562,point de départ Valencia point d'arrivée Auch,VALID
563,madrid - besançon,VALID
564,depuis Toulon jusqu'a Paris,VALID
565,point de départ valence point d'arrivée saint-maur-des-fossés,VALID
566,Argenteuil - Sèvres,VALID
567,de Bayonne à Figeac,VALID
568,je cherche un train en partant de Castres vers Metz,VALID
569,je veux rejoindre Vitry-sur-Seine à partir de Pessac,VALID
570,je veux rejoindre Lyon à partir de Barcelona,VALID
571,itinéraire Bilbao Vitry-sur-Seine,VALID
572,je voudrais rejoindre à partir de Vincennes à Nevers,VALID
573,aller en partant de Argenteuil vers Tarbes,VALID
574,j'aimerais aller à partir de Pessac jusqu'à Poitiers,VALID
575,je veux quitter Pessac pour aller pour Aix-en-Provence,VALID
576,Direction béziers en partant de boulogne-billancourt,VALID
577,aller quittant Valence jusqu'à Périgueux,VALID
578,je pars en partant de Montreuil arrivée Orléans,VALID
579,je veux rejoindre Biarritz depuis Madrid,VALID
580,je vais quittant Figueres en direction de Narbonne,VALID
581,aller en partant de Nantes vers Champigny-sur-Marne,VALID
582,JE PARS QUITTANT BÉZIERS POUR REJOINDRE CHÂLONS-EN-CHAMPAGNE,VALID
583,itinéraire Albi Colmar,VALID
584,Annecy - Foix,VALID
585,je cherche un train de Mont-de-Marsan vers Châlons-en-Champagne,VALID
586,BILLET NANTERRE AIX-EN-PROVENCE,VALID
587,je dois aller vers Poitiers de Boulogne-Billancourt,VALID
588,Depart tours dest arles,VALID
589,je dois aller vers Béziers de Champigny-sur-Marne,VALID
590,depart Sèvres dest Cergy,VALID
591,Je veux rejoindre toulon depuis le mans,VALID
592,DEPART TOULOUSE DEST VALENCE,VALID
593,je vais depuis Bergerac à Agen,VALID
594,peux-tu me trouver un train quittant La Seyne-sur-Mer pour La Rochelle,VALID
595,je veux me déplacer de Girona vers Lille,VALID
596,voyage Cannes Briançon,VALID
597,Pantin → Paris,VALID
598,je souhaite me rendre vers Toulouse de Courbevoie,VALID
599,Bergerac → Millau,VALID
600,je cherche un train en partant de Mende vers Colmar,VALID
601,je voudrais partir en partant de Figeac vers Épinay-sur-Seine,VALID
602,depart Pantin dest Montpellier,VALID
603,Je vais de reims jusqu'à niort,VALID
604,je veux rejoindre Saint-Jean-de-Luz depuis Châteauroux,VALID
605,depuis Figueres jusqu'à Niort,VALID
606,peux-tu me trouver un train à partir de Alès à Calais,VALID
607,je vais depuis Drancy en direction de Vincennes,VALID
608,voyage Alès Argenteuil,VALID
609,peux-tu me trouver un train en partant de Villeneuve-d'Ascq à Orléans,VALID
610,itinéraire barcelona montreuil,VALID
611,je souhaite me rendre à Foix à partir de Digne-les-Bains,VALID
612,je veux quitter Courbevoie pour aller en direction de Montauban,VALID
613,je vais à partir de Cergy en direction de Sarlat-la-Canéda,VALID
614,je voudrais voyager en partant de girona pour sarlat-la-canéda,VALID
615,depuis Le Mans jusqu'à Bordeaux,VALID
616,Peux-tu me trouver un train quittant sète jusqu'à aulnay-sous-bois,VALID
617,je veux rejoindre Saint-Étienne en partant de Sète,VALID
618,peux-tu me trouver un train de Mulhouse en direction de Alès,VALID
619,voyage Cannes Nantes,VALID
620,Aller simple quittant fontenay-sous-bois à clichy,VALID
621,billet Bergerac Pantin,VALID
622,je dois aller en direction de Béziers depuis Poitiers,VALID
623,je veux rejoindre Antibes depuis Vannes,VALID
624,je voudrais me rendre depuis Saint-Jean-de-Luz pour Mont-de-Marsan,VALID
625,je voudrais me déplacer de Meaux à Madrid,VALID
626,TRAIN LYON HYÈRES,VALID
627,itinéraire Cergy Clamart,VALID
628,j'aimerais aller quittant Antibes en direction de Madrid,VALID
629,déplacement Niort Roubaix,VALID
630,aller simple en partant de Tarbes en direction de Clichy,VALID
631,depuis Bergerac jusqu'à Grasse,VALID
632,aller simple à partir de Clermont-Ferrand à Alès,VALID
633,Je cherche un train à partir de montauban vers privas,VALID
634,ville de départ Nanterre destination Gourdon,VALID
635,de Hendaye à Béziers,VALID
636,je dois aller vers Saint-Paul quittant Vitry-sur-Seine,VALID
637,itinéraire avignon figeac,VALID
638,de Rodez à Digne-les-Bains,VALID
639,je pars de Mende arrivée Montpellier,VALID
640,de Versailles à Vitry-sur-Seine,VALID
641,Trajet en partant de lille vers boulogne-billancourt,VALID
642,aller quittant Nice à Sète,VALID
643,voyage Bourges Saint-Étienne,VALID
644,peux-tu me trouver un train à partir de foix jusqu'à rodez,VALID
645,depuis Grenoble jusqu'à Orléans,VALID
646,peux-tu me trouver un train depuis Hendaye jusqu'à Périgueux,VALID
647,je veux quitter Villeurbanne pour aller en direction de Nice,VALID
648,je pars depuis Bordeaux pour me rendre Montpellier,VALID
649,je veux quitter Villeneuve-d'Ascq pour alé jusqu'à Biarritz,VALID
650,train Antibes Fontenay-sous-Bois,VALID
651,arrivée Strasbourg ville de départ Moulins,VALID
652,trajet de Saint-Étienne vers Lyon,VALID
653,départ Besançon ville d'arrivée Narbonne,VALID
654,voyage Arles Toulon,VALID
655,Valencia - Cannes,VALID
656,je veux rejoindre Argenteuil quittant Villeneuve-d'Ascq,VALID
657,arrivée Valence origine Hendaye,VALID
658,aller simple en partant de Mantes-la-Jolie pour Besançon,VALID
659,je vais quittant Villeneuve-d'Ascq vers Besançon,VALID
660,Mérignac → Foix,VALID
661,je dois aller jusqu'à Montreuil en partant de Le Havre,VALID
662,je pars en partant de Saint-Denis pour me rendre Aulnay-sous-Bois,VALID
663,billet Mende Asnières-sur-Seine,VALID
664,je pars en partant de Montpellier arrivée Drancy,VALID
665,train Mérignac Châteauroux,VALID
666,je veux aller quittant Sarlat-la-Canéda pour Colombes,VALID
667,depuis Boulogne-Billancourt jusqu'a Fontenay-sous-Bois,VALID
668,peux-tu me trouver un train quittant Paris jusqu'à Courbevoie,VALID
669,itinéraire Mantes-la-Jolie Alès,VALID
670,je voudrais rejoindre depuis Carcassonne pour Barcelona,VALID
671,je voudrais partir de Saint-Étienne à Carcassonne,VALID
672,peux-tu me trouver un train de Toulouse en direction de Annecy,VALID
673,j'aimerais aller de Mulhouse à Châteauroux,VALID
674,je cherche un train en partant de Figeac vers Versailles,VALID
675,Je pars depuis châteauroux arrivée caen,VALID
676,Je dois aller à lons-le-saunier de strasbourg,VALID
677,train Grenoble Saint-Maur-des-Fossés,VALID
678,depuis Metz jusqu'à Narbonne,VALID
679,de Bobigny à Toulouse,VALID
680,aller à partir de Grasse jusqu'à Mulhouse,VALID
681,j'aimerais aller de Toulouse en direction de Valencia,VALID
682,je veux voyager quittant Angers vers Mulhouse,VALID
683,depuis Laval jusqu'à Gourdon,VALID
684,je veux rejoindre Argenteuil quittant Nevers,VALID
685,je pars à partir de Barcelona arrivée Rouen,VALID
686,Castres → Tarbes,VALID
687,je pars depuis Saint-Maur-des-Fossés arrivée Dijon,VALID
688,je voudrais quitter a partir de noisy-le-grand en direction de belfort,VALID
689,je veux me rendre depuis Cannes jusqu'à Bilbao,VALID
690,voyage Auch Dax,VALID
691,billet Neuilly-sur-Seine Calais,VALID
692,je souhaite me rendre jusqu'à Pantin quittant Châlons-en-Champagne,VALID
693,train Tourcoing Libourne,VALID
694,Je vais quittant figueres à arles,VALID
695,JE VEUX REJOINDRE ÉPINAY-SUR-SEINE EN PARTANT DE MARSEILLE,VALID
696,je pars depuis Rouen arrivée Saint-Paul,VALID
697,train Antony Périgueux,VALID
698,je voudrais me déplacer en partant de Auch en direction de Villeurbanne,VALID
699,je pars en partant de Rouen pour aller Gap,VALID
700,départ Nancy point d'arrivée Alès,VALID
701,je cherche un train à partir de Pau vers Lons-le-Saunier,VALID
702,aller simple depuis Asnières-sur-Seine en direction de Metz,VALID
703,train Cergy Nanterre,VALID
704,Peux-tu me trouver un train à partir de nantes jusqu'à belfort,VALID
705,parcours Nice Bayonne,VALID
706,je souhaite me rendre jusqu'à Carcassonne en partant de Grasse,VALID
707,je dois aller en direction de briançon quittant calais,VALID
708,train Caen Paris,VALID
709,donne moi un voyage quittant Laval jusqu'à Marseille,VALID
710,itinéraire Meaux Cannes,VALID
711,billet Sartrouville Sarlat-la-Caneda,VALID
712,voyage Libourne Cannes,VALID
713,aller à partir de Valencia pour Toulon,VALID
714,billet Gourdon Bondy,VALID
715,j'aimerais aller depuis Dax en direction de Nevers,VALID
716,je voudrais aller à partir de Grenoble jusqu'à Rennes,VALID
717,voyage Argenteuil Perpignan,VALID
718,je veux voyager depuis Angers vers Reims,VALID
719,de Mantes-la-Jolie à Bourges,VALID
720,je voudrais aller de Castres en direction de Châlons-en-Champagne,VALID
721,depuis Toulouse direction Albi,VALID
722,ANNECY - BAYONNE,VALID
723,billet Montpellier Bergerac,VALID
724,je veux rejoindre Figueres en partant de Nevers,VALID
725,je dois aller en direction de Castres a partir de Clermont-Ferrand,VALID
726,ALLER DEPUIS BOBIGNY POUR ALÈS,VALID
727,de Brest à Vincennes,VALID
728,itinéraire Pantin Rouen,VALID
729,donne moi un chemin à partir de Rueil-Malmaison vers Noisy-le-Grand,VALID
730,direction Colombes depuis Biarritz,VALID
731,je vais de Strasbourg à Nîmes,VALID
732,je veux rejoindre de Nice jusqu'à Gap,VALID
733,je souhaite me rendre à Tarbes de Lons-le-Saunier,VALID
734,depuis Montreuil jusqu'à Brest,VALID
735,Arles → Niort,VALID
736,peux-tu me trouver un train depuis Limoges jusqu'à Cahors,VALID
737,aller en partant de Dax jusqu'à Metz,VALID
738,peux-tu me trouver un train quittant Évreux jusqu'à Bordeaux,VALID
739,Je cherche un train quittant drancy vers issy-les-moulineaux,VALID
740,je cherche un train quittant Montreuil vers Clamart,VALID
741,je veux rejoindre à partir de Laval vers Belfort,VALID
742,train Reims Tourcoing,VALID
743,voyage Carcassonne Calais,VALID
744,je dois aller pour Arcachon depuis Albi,VALID
745,itinéraire Créteil Toulouse,VALID
746,billet Vannes Bondy,VALID
747,voyage Épinay-sur-Seine Dunkirk,VALID
748,billet Villeneuve-d'Ascq Belfort,VALID
749,Girona - Pessac,VALID
750,train Caen Saint-Paul,VALID
751,depuis La Seyne-sur-Mer direction Nevers,VALID
752,direction Laval quittant Dax,VALID
753,train Lons-le-Saunier Nice,VALID
754,je veux rejoindre Marseille quittant Nîmes,VALID
755,je veux rejoindre Cannes à partir de Saint-Paul,VALID
756,Chemin montpellier évry,VALID
757,je veux quitter Béziers pour aller pour Carcassonne,VALID
758,Issy-les-Moulineaux → Clermont-Ferrand,VALID
759,direction valence depuis albi,VALID
760,Issy-les-Moulineaux - Lons-le-Saunier,VALID
761,je dois aller pour Niort de Évreux,VALID
762,j'aimerais aller en partant de Sarlat-la-Canéda pour Troyes,VALID
763,arrivée Nantes ville de départ Drancy,VALID
764,Rueil-Malmaison - Hyères,VALID
765,Arrivée millau ville de départ sèvres,VALID
766,train Clermont-Ferrand Neuilly-sur-Seine,VALID
767,je veux me déplacer en partant de Dunkirk à Asnières-sur-Seine,VALID
768,je souhaite me rendre vers Biarritz en partant de Dijon,VALID
769,départ Nevers arrivée Valencia,VALID
770,aller de Grenoble jusqu'à Calais,VALID
771,de Bobigny à Cergy,VALID
772,je veux quitter Cahors pour aller pour Bobigny,VALID
773,je dois aller en direction de Nîmes quittant Arcachon,VALID
774,Depart toulouse dest nanterre,VALID
775,arrivée Mérignac ville de départ Meaux,VALID
776,aller en partant de Lorient pour Évreux,VALID
777,DE BONDY A HENDAYE,VALID
778,je veux quitter cergy pour aller pour cannes,VALID
779,Je vais quittant saint-maur-des-fossés en direction de biarritz,VALID
780,Saint-Jean-de-Luz → Béziers,VALID
781,je dois aller jusqu'à Calais à partir de Arcachon,VALID
782,billet bergerac nevers,VALID
783,itineraire Metz Châlons-en-Champagne,VALID
784,départ Millau point d'arrivée Fontenay-sous-Bois,VALID
785,j'aimerais aller à partir de Besançon jusqu'à Périgueux,VALID
786,trajet à partir de Fontenay-sous-Bois vers Vincennes,VALID
787,je souhaite me rendre pour Valence depuis Arles,VALID
788,billet Saint-Étienne Brive-la-Gaillarde,VALID
789,Je veux rejoindre de narbonne pour grasse,VALID
790,je vais de Lille à Limoges,VALID
791,je dois aller à toulouse en partant de argenteuil,VALID
792,arrivée Châlons-en-Champagne point de départ Mantes-la-Jolie,VALID
793,arrivée Neuilly-sur-Seine départ Alès,VALID
794,direction Versailles de Perpignan,VALID
795,depuis Boulogne-Billancourt jusqu'à Mantes-la-Jolie,VALID
796,je vais de Limoges à Aix-en-Provence,VALID
797,peux-tu me trouver un train à partir de Pessac en direction de Fontenay-sous-Bois,VALID
798,je veux quitter Amiens pour aller à Girona,VALID
799,Biarritz → Bergerac,VALID
800,depuis Lille direction Bordeaux,VALID
801,depart Cannes dest Épinay-sur-Seine,VALID
802,donne moi un déplacement depuis Meaux pour Calais,VALID
803,je veux voyager à partir de Cergy pour Vincennes,VALID
804,aller quittant Libourne pour Mont-de-Marsan,VALID
805,je veux quitter Rouen pour aller jusqu'à Mende,VALID
806,je pars à partir de Neuilly-sur-Seine pour me rendre Castres,VALID
807,je dois aller jusqu'à Avignon à partir de Nantes,VALID
808,je veux rejoindre Marseille en partant de Grasse,VALID
809,je voudrais quitter quittant Perpignan vers Troyes,VALID
810,je pars en partant de Versailles pour rejoindre Avignon,VALID
811,aller simple à partir de Calais vers Bilbao,VALID
812,depuis Gourdon direction Marseille,VALID
813,donne moi un chemin de Poitiers vers Bobigny,VALID
814,billet Rueil-Malmaison Annecy,VALID
815,DEPUIS ARGENTEUIL DIRECTION NANCY,VALID
816,trajet en partant de Dax vers Lorient,VALID
817,je veux rejoindre Biarritz en partant de La Seyne-sur-Mer,VALID
818,train Lille Perpignan,VALID
819,Itinéraire poitiers antibes,VALID
820,depuis Barcelona direction Saint-Jean-de-Luz,VALID
821,alé simple quittant saint-étienne jusqu'à lyon,VALID
822,je dois aller en direction de Colombes en partant de Besançon,VALID
823,je souhaite me rendre vers Limoges depuis Auxerre,VALID
824,J'AIMERAIS ALLER À PARTIR DE PERPIGNAN VERS ROUBAIX,VALID
825,VOYAGE ALÈS CLERMONT-FERRAND,VALID
826,trajet de Bourges vers Caen,VALID
827,JE SOUHAITE ME RENDRE À LIMOGES QUITTANT LORIENT,VALID
828,j'aimerais aller en partant de Montreuil vers Narbonne,VALID
829,je pars à partir de Lille arrivée Barcelona,VALID
830,Voyage nancy nanterre,VALID
831,aller simple de Nantes jusqu'à Dijon,VALID
832,Drancy - Valence,VALID
833,aller simple depuis auch à caen,VALID
834,Épinay-sur-Seine - Poitiers,VALID
835,je pars à partir de Auxerre arrivée Mantes-la-Jolie,VALID
836,ville de départ Épinay-sur-Seine destination Millau,VALID
837,depuis Mont-de-Marsan jusqu'à Albi,VALID
838,je veux rejoindre argenteuil de gap,VALID
839,depart Toulouse dest Nancy,VALID
840,Direction bergerac à partir de le havre,VALID
841,je cherche un train depuis Montauban vers Privas,VALID
842,je pars depuis Bondy pour rejoindre Lorient,VALID
843,de Poitiers a Béziers,VALID
844,billet Caen Noisy-le-Grand,VALID
845,trajet en partant de Poitiers vers Évry,VALID
846,donne moi un déplacement en partant de Saint-Paul jusqu'à Besançon,VALID
847,je voudrais me rendre quittant La Seyne-sur-Mer jusqu'à Lyon,VALID
848,je cherche un train à partir de Libourne vers Lyon,VALID
849,itinéraire Noisy-le-Grand Briançon,VALID
850,peux-tu me trouver un train depuis Pau à Nanterre,VALID
851,depuis Metz jusqu'à Calais,VALID
852,je voudrais me déplacer à partir de Créteil jusqu'à Annecy,VALID
853,Depart saint-jean-de-luz dest nevers,VALID
854,je pars en partant de Figeac arrivée Mont-de-Marsan,VALID
855,voyage Barcelona Calais,VALID
856,j'aimerais aller quittant Saint-Jean-de-Luz à Laval,VALID
857,je souhaite me rendre vers Clermont-Ferrand depuis Grasse,VALID
858,Évry - Montpellier,VALID
859,depuis Nancy jusqu'à Cergy,VALID
860,peux-tu me trouver un train de Clamart pour Courbevoie,VALID
861,je veux rejoindre Valencia de Bergerac,VALID
862,origine Fontenay-sous-Bois arrivée Courbevoie,VALID
863,départ Limoges destination Bobigny,VALID
864,aller de Toulouse en direction de Laval,VALID
865,aller simple quittant nîmes à drancy,VALID
866,je cherche un train à partir de Sartrouville vers Créteil,VALID
867,parcours Villeneuve-d'Ascq Vannes,VALID
868,je dois aller pour Dunkirk quittant Tarbes,VALID
869,depuis Strasbourg direction Biarritz,VALID
870,itinéraire strasbourg avignon,VALID
871,j'aimerais aller quittant Agen en direction de Bordeaux,VALID
872,depart San Sebastián dest Saint-Denis,VALID
873,aller depuis Auch vers Valence,VALID
874,de Aulnay-sous-Bois à Auch,VALID
875,j'aimerais aller de Bordeaux pour Rueil-Malmaison,VALID
876,aller simple à partir de Reims à Amiens,VALID
